Dia,Máquina,Qtd_Total_Finalizada,No_Prazo,Atrasado,Extra,Total Programado,% Atendimento Programação
2026-05-16,BATIDA,4,2,0,2,2,100.0
2026-05-16,BROTECH CDF330,23,19,0,4,19,100.0
2026-05-16,DURST,8,8,0,0,8,100.0
2026-05-16,EMBALAGEM FINAL,7,4,0,3,4,100.0
2026-05-16,ETIRAMA ONE,2,2,0,0,2,100.0
2026-05-16,FINALIZAÇÃO DE OP (GERENTE),8,0,6,2,6,0.0
2026-05-16,PLOTTER VD330,4,4,0,0,4,100.0
2026-05-16,REBOBINADEIRA ECO,7,7,0,0,7,100.0
2026-05-16,REVISORA VRR STD 350,10,0,0,10,0,0.0
2026-05-18,BATIDA,6,6,0,0,6,100.0
2026-05-18,BROTECH CDF330,3,2,0,1,2,100.0
2026-05-18,CORTE E VINCO,1,0,1,0,1,0.0
2026-05-18,DURST,18,12,6,0,18,66.67
2026-05-18,EMBALAGEM FINAL,12,2,7,3,9,22.22
2026-05-18,ETIRAMA ONE,1,1,0,0,1,100.0
2026-05-18,GUILHOTINA,7,2,0,5,2,100.0
2026-05-18,MESA DE REVISÃO 1,21,0,0,21,0,0.0
2026-05-18,OFFSET - SPEEDMASTER,5,2,3,0,5,40.0
2026-05-18,REBOBINADEIRA ECO,5,3,1,1,4,75.0
2026-05-18,REVISORA VRR STD 350,3,3,0,0,3,100.0
2026-05-18,TROQUELADORA,1,1,0,0,1,100.0
2026-05-19,BATIDA,4,4,0,0,4,100.0
2026-05-19,BROTECH CDF330,8,5,0,3,5,100.0
2026-05-19,DOBRADEIRA,1,1,0,0,1,100.0
2026-05-19,DURST,2,1,1,0,2,50.0
2026-05-19,EMBALAGEM FINAL,10,1,7,2,8,12.5
2026-05-19,ETIRAMA FIT,1,1,0,0,1,100.0
2026-05-19,ETIRAMA ONE,5,5,0,0,5,100.0
2026-05-19,GUILHOTINA,6,0,2,4,2,0.0
2026-05-19,MESA DE REVISÃO 1,3,0,2,1,2,0.0
2026-05-19,OFFSET - SPEEDMASTER,4,4,0,0,4,100.0
2026-05-19,PLOTTER VD330,12,6,1,5,7,85.71
2026-05-19,REBOBINADEIRA ECO,5,3,0,2,3,100.0
2026-05-19,REVISORA VRR STD 350,3,0,0,3,0,0.0
2026-05-19,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-19,TROQUELADORA,9,9,0,0,9,100.0
2026-05-20,BATIDA,6,5,0,1,5,100.0
2026-05-20,BROTECH CDF330,5,1,0,4,1,100.0
2026-05-20,CORTE E VINCO,2,0,2,0,2,0.0
2026-05-20,DOBRADEIRA,1,1,0,0,1,100.0
2026-05-20,DURST,8,4,4,0,8,50.0
2026-05-20,EMBALAGEM FINAL,30,1,11,18,12,8.33
2026-05-20,ETIRAMA ONE,4,2,1,1,3,66.67
2026-05-20,ETIRAMA WINE,5,0,0,5,0,0.0
2026-05-20,GUILHOTINA,10,0,8,2,8,0.0
2026-05-20,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-05-20,PLOTTER VD330,7,7,0,0,7,100.0
2026-05-20,REBOBINADEIRA ECO,28,7,0,21,7,100.0
2026-05-20,REVISORA VRR STD 350,9,2,0,7,2,100.0
2026-05-20,REVISÃO GERAL,2,1,0,1,1,100.0
2026-05-20,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-05-20,TROQUELADORA,1,1,0,0,1,100.0
2026-05-20,ZEBRA - TÉRMICA,5,0,0,5,0,0.0
2026-05-21,BATIDA,6,5,0,1,5,100.0
2026-05-21,BROTECH CDF330,14,14,0,0,14,100.0
2026-05-21,DURST,23,15,8,0,23,65.22
2026-05-21,EMBALAGEM FINAL,12,2,7,3,9,22.22
2026-05-21,ETIRAMA ONE,3,3,0,0,3,100.0
2026-05-21,ETIRAMA WINE,1,1,0,0,1,100.0
2026-05-21,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-05-21,PLOTTER VD330,3,3,0,0,3,100.0
2026-05-21,REBOBINADEIRA ECO,7,6,0,1,6,100.0
2026-05-21,REVISORA VRR STD 350,3,0,1,2,1,0.0
2026-05-21,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-21,TROQUELADORA,3,2,0,1,2,100.0
2026-05-22,BATIDA,4,2,0,2,2,100.0
2026-05-22,BROTECH CDF330,3,3,0,0,3,100.0
2026-05-22,DURST,12,11,1,0,12,91.67
2026-05-22,EMBALAGEM FINAL,34,5,19,10,24,20.83
2026-05-22,ETIRAMA FIT,4,4,0,0,4,100.0
2026-05-22,ETIRAMA ONE,5,5,0,0,5,100.0
2026-05-22,ETIRAMA WINE,1,0,1,0,1,0.0
2026-05-22,FECHAMENTO DE KIT,1,0,0,1,0,0.0
2026-05-22,GRAMPEADEIRA,1,0,1,0,1,0.0
2026-05-22,GUILHOTINA,2,0,2,0,2,0.0
2026-05-22,MESA DE REVISÃO 1,3,1,1,1,2,50.0
2026-05-22,PLOTTER VD330,7,3,0,4,3,100.0
2026-05-22,REBOBINADEIRA ECO,13,6,7,0,13,46.15
2026-05-22,REVISORA VRR STD 350,8,0,0,8,0,0.0
2026-05-22,REVISÃO GERAL,1,1,0,0,1,100.0
2026-05-22,REVISÃO MANUAL,3,0,3,0,3,0.0
2026-05-22,TERCEIROS,1,0,0,1,0,0.0
2026-05-22,TROQUELADORA,1,1,0,0,1,100.0
2026-05-25,BATIDA,8,2,0,6,2,100.0
2026-05-25,BROTECH CDF330,3,2,0,1,2,100.0
2026-05-25,DOBRADEIRA,3,3,0,0,3,100.0
2026-05-25,DURST,17,13,0,4,13,100.0
2026-05-25,EMBALAGEM FINAL,13,5,4,4,9,55.56
2026-05-25,ETIRAMA FIT,3,3,0,0,3,100.0
2026-05-25,ETIRAMA ONE,3,2,1,0,3,66.67
2026-05-25,GUILHOTINA,4,3,0,1,3,100.0
2026-05-25,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-05-25,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-05-25,PLOTTER VD330,5,4,0,1,4,100.0
2026-05-25,REBOBINADEIRA ECO,20,7,0,13,7,100.0
2026-05-25,REVISORA VRR STD 350,6,1,0,5,1,100.0
2026-05-25,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-25,TERCEIROS,2,0,0,2,0,0.0
2026-05-25,TROQUELADORA,6,2,0,4,2,100.0
2026-05-26,BATIDA,7,3,0,4,3,100.0
2026-05-26,BROTECH CDF330,11,9,0,2,9,100.0
2026-05-26,CORTE E VINCO,1,0,0,1,0,0.0
2026-05-26,DOBRADEIRA,6,4,1,1,5,80.0
2026-05-26,DURST,7,3,4,0,7,42.86
2026-05-26,EMBALAGEM FINAL,14,1,6,7,7,14.29
2026-05-26,ETIRAMA FIT,2,2,0,0,2,100.0
2026-05-26,ETIRAMA ONE,1,1,0,0,1,100.0
2026-05-26,GUILHOTINA,10,1,1,8,2,50.0
2026-05-26,MESA DE REVISÃO 1,3,2,1,0,3,66.67
2026-05-26,OFFSET - SPEEDMASTER,4,0,0,4,0,0.0
2026-05-26,PLOTTER VD330,3,3,0,0,3,100.0
2026-05-26,REBOBINADEIRA ECO,11,3,0,8,3,100.0
2026-05-26,REVISORA VRR STD 350,7,1,1,5,2,50.0
2026-05-26,REVISÃO GERAL,1,0,0,1,0,0.0
2026-05-26,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-26,TROQUELADORA,9,0,0,9,0,0.0
2026-05-27,BATIDA,3,3,0,0,3,100.0
2026-05-27,BROTECH CDF330,4,3,1,0,4,75.0
2026-05-27,DOBRADEIRA,3,3,0,0,3,100.0
2026-05-27,DURST,22,21,1,0,22,95.45
2026-05-27,EMBALAGEM FINAL,21,7,3,11,10,70.0
2026-05-27,ETIRAMA FIT,2,2,0,0,2,100.0
2026-05-27,ETIRAMA ONE,2,1,0,1,1,100.0
2026-05-27,ETIRAMA WINE,3,3,0,0,3,100.0
2026-05-27,GUILHOTINA,4,0,2,2,2,0.0
2026-05-27,MESA DE REVISÃO 1,9,4,2,3,6,66.67
2026-05-27,OFFSET - SPEEDMASTER,1,0,0,1,0,0.0
2026-05-27,REBOBINADEIRA ECO,17,7,0,10,7,100.0
2026-05-27,REVISORA VRR STD 350,7,5,1,1,6,83.33
2026-05-27,REVISÃO GERAL,1,1,0,0,1,100.0
2026-05-27,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-05-27,TERCEIROS,2,0,1,1,1,0.0
2026-05-27,TROQUELADORA,14,13,1,0,14,92.86
2026-05-28,BATIDA,6,3,1,2,4,75.0
2026-05-28,BROTECH CDF330,10,10,0,0,10,100.0
2026-05-28,DOBRADEIRA,2,2,0,0,2,100.0
2026-05-28,DURST,6,6,0,0,6,100.0
2026-05-28,EMBALAGEM FINAL,12,1,5,6,6,16.67
2026-05-28,ETIRAMA FIT,3,0,3,0,3,0.0
2026-05-28,ETIRAMA ONE,1,1,0,0,1,100.0
2026-05-28,ETIRAMA WINE,3,1,2,0,3,33.33
2026-05-28,FINALIZAÇÃO DE OP (GERENTE),2,0,0,2,0,0.0
2026-05-28,GUILHOTINA,1,0,0,1,0,0.0
2026-05-28,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-05-28,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-05-28,PLOTTER VD330,1,0,0,1,0,0.0
2026-05-28,REBOBINADEIRA ECO,5,0,2,3,2,0.0
2026-05-28,REVISORA VRR STD 350,6,2,0,4,2,100.0
2026-05-28,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-28,TROQUELADORA,2,2,0,0,2,100.0
2026-05-29,BATIDA,5,5,0,0,5,100.0
2026-05-29,BROTECH CDF330,4,3,1,0,4,75.0
2026-05-29,DURST,25,25,0,0,25,100.0
2026-05-29,EMBALAGEM FINAL,11,3,7,1,10,30.0
2026-05-29,ETIRAMA FIT,2,0,2,0,2,0.0
2026-05-29,ETIRAMA ONE,2,1,1,0,2,50.0
2026-05-29,GUILHOTINA,4,0,1,3,1,0.0
2026-05-29,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-05-29,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-05-29,PLOTTER VD330,7,7,0,0,7,100.0
2026-05-29,REBOBINADEIRA ECO,7,4,0,3,4,100.0
2026-05-29,REVISORA VRR STD 350,6,6,0,0,6,100.0
2026-05-29,REVISÃO GERAL,1,1,0,0,1,100.0
2026-05-29,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-05-29,TROQUELADORA,2,2,0,0,2,100.0
2026-05-30,DOBRADEIRA,1,0,1,0,1,0.0
2026-05-30,EMBALAGEM FINAL,5,0,5,0,5,0.0
2026-05-30,ETIRAMA WINE,1,1,0,0,1,100.0
2026-05-30,PLOTTER VD330,3,0,3,0,3,0.0
2026-05-30,REBOBINADEIRA ECO,11,8,2,1,10,80.0
2026-05-30,REVISORA VRR STD 350,2,1,0,1,1,100.0
2026-05-30,TROQUELADORA,5,1,4,0,5,20.0
2026-06-01,BATIDA,12,9,0,3,9,100.0
2026-06-01,BROTECH CDF330,10,10,0,0,10,100.0
2026-06-01,DOBRADEIRA,1,0,1,0,1,0.0
2026-06-01,DURST,9,9,0,0,9,100.0
2026-06-01,EMBALAGEM FINAL,16,6,8,2,14,42.86
2026-06-01,ETIRAMA FIT,4,4,0,0,4,100.0
2026-06-01,ETIRAMA ONE,1,0,0,1,0,0.0
2026-06-01,ETIRAMA WINE,2,2,0,0,2,100.0
2026-06-01,GUILHOTINA,4,0,4,0,4,0.0
2026-06-01,MESA DE REVISÃO 1,3,0,1,2,1,0.0
2026-06-01,PLOTTER VD330,3,3,0,0,3,100.0
2026-06-01,REBOBINADEIRA ECO,4,3,0,1,3,100.0
2026-06-01,REVISORA VRR STD 350,4,4,0,0,4,100.0
2026-06-01,REVISÃO GERAL,1,1,0,0,1,100.0
2026-06-01,REVISÃO MANUAL,4,0,4,0,4,0.0
2026-06-01,TROQUELADORA,4,2,0,2,2,100.0
2026-06-02,BATIDA,4,2,2,0,4,50.0
2026-06-02,BROTECH CDF330,5,1,3,1,4,25.0
2026-06-02,DOBRADEIRA,3,3,0,0,3,100.0
2026-06-02,DURST,14,3,11,0,14,21.43
2026-06-02,EMBALAGEM FINAL,26,8,16,2,24,33.33
2026-06-02,ETIRAMA FIT,1,1,0,0,1,100.0
2026-06-02,ETIRAMA ONE,4,4,0,0,4,100.0
2026-06-02,GUILHOTINA,5,0,0,5,0,0.0
2026-06-02,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-06-02,OFFSET - SPEEDMASTER,5,3,2,0,5,60.0
2026-06-02,PLOTTER VD330,8,3,0,5,3,100.0
2026-06-02,REBOBINADEIRA ECO,10,7,2,1,9,77.78
2026-06-02,REVISORA VRR STD 350,1,1,0,0,1,100.0
2026-06-02,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-06-02,TROQUELADORA,7,7,0,0,7,100.0
2026-06-03,BATIDA,2,0,1,1,1,0.0
2026-06-03,BROTECH CDF330,4,1,3,0,4,25.0
2026-06-03,DOBRADEIRA,4,2,1,1,3,66.67
2026-06-03,DURST,39,20,19,0,39,51.28
2026-06-03,EMBALAGEM FINAL,21,10,4,7,14,71.43
2026-06-03,ETIRAMA ONE,4,0,4,0,4,0.0
2026-06-03,GUILHOTINA,10,3,3,4,6,50.0
2026-06-03,MESA DE REVISÃO 1,1,1,0,0,1,100.0
2026-06-03,OFFSET - SPEEDMASTER,2,1,0,1,1,100.0
2026-06-03,PLOTTER VD330,3,3,0,0,3,100.0
2026-06-03,REBOBINADEIRA ECO,25,6,0,19,6,100.0
2026-06-03,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-06-03,TROQUELADORA,4,4,0,0,4,100.0
2026-06-04,REBOBINADEIRA ECO,11,0,0,11,0,0.0
2026-06-04,REVISORA VRR STD 350,3,1,1,1,2,50.0
2026-06-05,REBOBINADEIRA ECO,9,0,1,8,1,0.0
2026-06-05,REVISORA VRR STD 350,1,0,1,0,1,0.0
2026-06-08,BATIDA,7,7,0,0,7,100.0
2026-06-08,BROTECH CDF330,11,11,0,0,11,100.0
2026-06-08,DOBRADEIRA,3,2,0,1,2,100.0
2026-06-08,DURST,16,16,0,0,16,100.0
2026-06-08,EMBALAGEM FINAL,32,1,5,26,6,16.67
2026-06-08,ETIRAMA FIT,2,2,0,0,2,100.0
2026-06-08,ETIRAMA ONE,6,6,0,0,6,100.0
2026-06-08,GUILHOTINA,2,0,0,2,0,0.0
2026-06-08,MESA DE REVISÃO 1,3,0,2,1,2,0.0
2026-06-08,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-06-08,PLOTTER VD330,2,2,0,0,2,100.0
2026-06-08,REBOBINADEIRA ECO,4,1,1,2,2,50.0
2026-06-08,REVISORA VRR STD 350,13,12,0,1,12,100.0
2026-06-08,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-06-08,TROQUELADORA,4,1,0,3,1,100.0
2026-06-09,BATIDA,6,5,0,1,5,100.0
2026-06-09,BROTECH CDF330,16,14,2,0,16,87.5
2026-06-09,CORTE E VINCO,1,0,1,0,1,0.0
2026-06-09,DOBRADEIRA,2,0,1,1,1,0.0
2026-06-09,DURST,40,36,0,4,36,100.0
2026-06-09,EMBALAGEM FINAL,19,2,11,6,13,15.38
2026-06-09,ETIRAMA FIT,2,2,0,0,2,100.0
2026-06-09,ETIRAMA ONE,2,2,0,0,2,100.0
2026-06-09,ETIRAMA WINE,1,1,0,0,1,100.0
2026-06-09,GUILHOTINA,3,0,1,2,1,0.0
2026-06-09,OFFSET - SPEEDMASTER,1,0,1,0,1,0.0
2026-06-09,REBOBINADEIRA ECO,4,0,1,3,1,0.0
2026-06-09,REVISORA VRR STD 350,18,2,3,13,5,40.0
2026-06-09,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-06-10,BATIDA,9,8,1,0,9,88.89
2026-06-10,BROTECH CDF330,12,10,1,1,11,90.91
2026-06-10,DOBRADEIRA,1,0,0,1,0,0.0
2026-06-10,DURST,2,0,1,1,1,0.0
2026-06-10,EMBALAGEM FINAL,28,4,2,22,6,66.67
2026-06-10,ETIRAMA FIT,1,1,0,0,1,100.0
2026-06-10,ETIRAMA ONE,3,3,0,0,3,100.0
2026-06-10,GUILHOTINA,1,0,0,1,0,0.0
2026-06-10,MESA DE REVISÃO 1,3,0,0,3,0,0.0
2026-06-10,OFFSET - SPEEDMASTER,2,0,2,0,2,0.0
2026-06-10,PLOTTER VD330,3,3,0,0,3,100.0
2026-06-10,REBOBINADEIRA ECO,5,2,1,2,3,66.67
2026-06-10,REVISORA VRR STD 350,22,7,0,15,7,100.0
2026-06-10,REVISÃO GERAL,1,1,0,0,1,100.0
2026-06-10,REVISÃO MANUAL,1,0,0,1,0,0.0
2026-06-10,TROQUELADORA,4,2,0,2,2,100.0
2026-06-11,BATIDA,5,2,1,2,3,66.67
2026-06-11,BROTECH CDF330,3,0,3,0,3,0.0
2026-06-11,DOBRADEIRA,1,0,0,1,0,0.0
2026-06-11,DURST,4,4,0,0,4,100.0
2026-06-11,EMBALAGEM FINAL,39,10,10,19,20,50.0
2026-06-11,ETIRAMA FIT,1,1,0,0,1,100.0
2026-06-11,ETIRAMA ONE,4,3,1,0,4,75.0
2026-06-11,ETIRAMA WINE,1,1,0,0,1,100.0
2026-06-11,FINALIZAÇÃO DE OP (GERENTE),18,0,0,18,0,0.0
2026-06-11,GUILHOTINA,6,0,2,4,2,0.0
2026-06-11,MESA DE REVISÃO 1,2,0,2,0,2,0.0
2026-06-11,OFFSET - SPEEDMASTER,4,4,0,0,4,100.0
2026-06-11,PLOTTER VD330,20,5,5,10,10,50.0
2026-06-11,REBOBINADEIRA ECO,21,11,2,8,13,84.62
2026-06-11,REVISORA VRR STD 350,28,10,10,8,20,50.0
2026-06-11,REVISÃO GERAL,1,0,0,1,0,0.0
2026-06-11,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-06-11,TROQUELADORA,4,1,0,3,1,100.0
2026-06-12,BATIDA,4,2,0,2,2,100.0
2026-06-12,BROTECH CDF330,9,8,0,1,8,100.0
2026-06-12,CORTE E VINCO,5,0,5,0,5,0.0
2026-06-12,DURST,33,16,17,0,33,48.48
2026-06-12,EMBALAGEM FINAL,22,3,10,9,13,23.08
2026-06-12,ETIRAMA FIT,2,1,1,0,2,50.0
2026-06-12,ETIRAMA ONE,10,10,0,0,10,100.0
2026-06-12,ETIRAMA WINE,2,1,1,0,2,50.0
2026-06-12,GUILHOTINA,10,0,4,6,4,0.0
2026-06-12,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-06-12,OFFSET - SPEEDMASTER,6,6,0,0,6,100.0
2026-06-12,PLOTTER VD330,6,1,0,5,1,100.0
2026-06-12,REBOBINADEIRA ECO,17,2,0,15,2,100.0
2026-06-12,REVISORA VRR STD 350,4,0,0,4,0,0.0
2026-06-12,TROQUELADORA,3,3,0,0,3,100.0
2026-06-13,BATIDA,14,14,0,0,14,100.0
2026-06-13,BROTECH CDF330,5,4,1,0,5,80.0
2026-06-13,DOBRADEIRA,1,0,1,0,1,0.0
2026-06-13,DURST,24,24,0,0,24,100.0
2026-06-13,FECHAMENTO DE KIT,5,0,0,5,0,0.0
2026-06-13,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-06-13,PLOTTER VD330,2,1,0,1,1,100.0
2026-06-13,REBOBINADEIRA ECO,10,5,0,5,5,100.0
2026-06-13,REVISORA VRR STD 350,9,8,0,1,8,100.0
2026-06-13,TERCEIROS,1,0,1,0,1,0.0
2026-06-13,TROQUELADORA,4,1,0,3,1,100.0
2026-06-14,BATIDA,10,7,3,0,10,70.0
2026-06-14,DURST,1,0,1,0,1,0.0
2026-06-14,REBOBINADEIRA ECO,15,12,0,3,12,100.0
2026-06-14,REVISORA VRR STD 350,4,0,4,0,4,0.0
2026-06-14,TROQUELADORA,2,0,2,0,2,0.0
2026-06-15,BATIDA,7,2,5,0,7,28.57
2026-06-15,BROTECH CDF330,26,26,0,0,26,100.0
2026-06-15,DOBRADEIRA,4,2,0,2,2,100.0
2026-06-15,DURST,12,6,6,0,12,50.0
2026-06-15,EMBALAGEM FINAL,29,0,16,13,16,0.0
2026-06-15,ETIRAMA FIT,3,3,0,0,3,100.0
2026-06-15,ETIRAMA ONE,1,1,0,0,1,100.0
2026-06-15,ETIRAMA WINE,4,0,4,0,4,0.0
2026-06-15,GUILHOTINA,5,0,5,0,5,0.0
2026-06-15,MESA DE REVISÃO 1,6,0,0,6,0,0.0
2026-06-15,PLOTTER VD330,1,0,0,1,0,0.0
2026-06-15,REBOBINADEIRA ECO,11,5,2,4,7,71.43
2026-06-15,REVISORA VRR STD 350,13,8,4,1,12,66.67
2026-06-15,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-06-15,TROQUELADORA,1,1,0,0,1,100.0
2026-06-16,BATIDA,5,5,0,0,5,100.0
2026-06-16,BROTECH CDF330,40,39,1,0,40,97.5
2026-06-16,DURST,14,11,2,1,13,84.62
2026-06-16,EMBALAGEM FINAL,34,0,0,34,0,0.0
2026-06-16,ETIRAMA FIT,3,2,1,0,3,66.67
2026-06-16,ETIRAMA ONE,6,6,0,0,6,100.0
2026-06-16,FINALIZAÇÃO DE OP (GERENTE),4,0,2,2,2,0.0
2026-06-16,GUILHOTINA,1,0,1,0,1,0.0
2026-06-16,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-06-16,PLOTTER VD330,2,2,0,0,2,100.0
2026-06-16,REBOBINADEIRA ECO,6,0,2,4,2,0.0
2026-06-16,REVISORA VRR STD 350,26,21,2,3,23,91.3
2026-06-16,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-06-16,TROQUELADORA,1,0,1,0,1,0.0
2026-06-17,BATIDA,4,2,1,1,3,66.67
2026-06-17,BROTECH CDF330,20,19,0,1,19,100.0
2026-06-17,DOBRADEIRA,7,2,0,5,2,100.0
2026-06-17,DURST,28,24,4,0,28,85.71
2026-06-17,EMBALAGEM FINAL,88,52,0,36,52,100.0
2026-06-17,ETIRAMA FIT,1,0,1,0,1,0.0
2026-06-17,ETIRAMA ONE,4,3,0,1,3,100.0
2026-06-17,FECHAMENTO DE KIT,3,0,0,3,0,0.0
2026-06-17,FINALIZAÇÃO DE OP (GERENTE),11,0,0,11,0,0.0
2026-06-17,GUILHOTINA,6,1,0,5,1,100.0
2026-06-17,MESA DE REVISÃO 1,4,0,1,3,1,0.0
2026-06-17,OFFSET - SPEEDMASTER,5,5,0,0,5,100.0
2026-06-17,PLOTTER VD330,2,1,0,1,1,100.0
2026-06-17,REBOBINADEIRA ECO,16,2,0,14,2,100.0
2026-06-17,REVISORA VRR STD 350,83,70,0,13,70,100.0
2026-06-17,REVISÃO GERAL,1,0,0,1,0,0.0
2026-06-17,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-06-17,SELAGEM MANUAL,2,0,0,2,0,0.0
2026-06-18,BATIDA,9,6,3,0,9,66.67
2026-06-18,BROTECH CDF330,7,4,3,0,7,57.14
2026-06-18,CORTE E VINCO,1,0,1,0,1,0.0
2026-06-18,DOBRADEIRA,1,1,0,0,1,100.0
2026-06-18,DURST,9,7,1,1,8,87.5
2026-06-18,EMBALAGEM FINAL,16,4,2,10,6,66.67
2026-06-18,ETIRAMA FIT,4,2,1,1,3,66.67
2026-06-18,ETIRAMA ONE,2,1,1,0,2,50.0
2026-06-18,GUILHOTINA,2,0,2,0,2,0.0
2026-06-18,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-06-18,PLOTTER VD330,5,2,0,3,2,100.0
2026-06-18,REBOBINADEIRA ECO,6,2,1,3,3,66.67
2026-06-18,REVISORA VRR STD 350,11,11,0,0,11,100.0
2026-06-18,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-06-18,SELAGEM MANUAL,2,0,1,1,1,0.0
2026-06-18,TROQUELADORA,4,4,0,0,4,100.0
2026-06-19,BATIDA,7,6,0,1,6,100.0
2026-06-19,BROTECH CDF330,3,3,0,0,3,100.0
2026-06-19,CORTE E VINCO,3,0,3,0,3,0.0
2026-06-19,DOBRADEIRA,5,1,0,4,1,100.0
2026-06-19,DURST,3,0,3,0,3,0.0
2026-06-19,EMBALAGEM FINAL,23,5,2,16,7,71.43
2026-06-19,ETIRAMA FIT,5,5,0,0,5,100.0
2026-06-19,ETIRAMA ONE,8,6,2,0,8,75.0
2026-06-19,FINALIZAÇÃO DE OP (GERENTE),2,0,1,1,1,0.0
2026-06-19,GUILHOTINA,10,0,0,10,0,0.0
2026-06-19,MESA DE REVISÃO 1,9,0,0,9,0,0.0
2026-06-19,OFFSET - SPEEDMASTER,6,4,0,2,4,100.0
2026-06-19,PLOTTER VD330,10,9,0,1,9,100.0
2026-06-19,REBOBINADEIRA ECO,5,2,0,3,2,100.0
2026-06-19,REVISORA VRR STD 350,8,4,4,0,8,50.0
2026-06-19,REVISÃO MANUAL,3,0,3,0,3,0.0
2026-06-19,TERCEIROS,1,0,0,1,0,0.0
2026-06-19,TROQUELADORA,3,0,1,2,1,0.0
2026-06-20,BATIDA,5,3,2,0,5,60.0
2026-06-20,EMBALAGEM FINAL,1,0,1,0,1,0.0
2026-06-20,ETIRAMA FIT,3,3,0,0,3,100.0
2026-06-20,ETIRAMA ONE,5,5,0,0,5,100.0
2026-06-20,PLOTTER VD330,4,4,0,0,4,100.0
2026-06-20,REBOBINADEIRA ECO,11,8,0,3,8,100.0
2026-06-20,REVISORA VRR STD 350,4,3,1,0,4,75.0
2026-06-20,TROQUELADORA,2,2,0,0,2,100.0
2026-06-21,BATIDA,1,0,1,0,1,0.0
2026-06-21,BROTECH CDF330,1,0,0,1,0,0.0
2026-06-21,DURST,16,0,16,0,16,0.0
2026-06-21,EMBALAGEM FINAL,27,0,2,25,2,0.0
2026-06-21,ETIRAMA FIT,1,1,0,0,1,100.0
2026-06-21,ETIRAMA ONE,4,3,1,0,4,75.0
2026-06-21,PLOTTER VD330,3,0,3,0,3,0.0
2026-06-21,REBOBINADEIRA ECO,17,11,3,3,14,78.57
2026-06-21,REVISORA VRR STD 350,1,0,1,0,1,0.0
